id,driver_id,grand_prix,race_id,session_date,message_timestamp,transcription,matched_categories
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_181729,BREHAR01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:17:41.501Z,"We can see a small aerobalance rearward, but no problem with load.",EXIT_TRACTION_REAR
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_193433,BREHAR01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:34:39.871Z,We are very happy with the tires. We need eight quality laps.,TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_ESTOCO01_31_20180408_182653,ESTOCO01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:27:05.673Z,"So, temperatures are all okay. Yeah, I'm sliding all over the place. Use torque 8 or 9, use torque 9.",EXIT_TRACTION_REAR|MECHANICAL_OTHER
2018_Bahrain_Grand_Prix_ESTOCO01_31_20180408_184224,ESTOCO01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:42:32.566Z,He stopped earlier with a puncture.,MECHANICAL_OTHER
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_183128,FERALO01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:31:43.02Z,"And Fernando Gasly is three cars ahead of you. He potentially has a brake problem. Okay, I have a look for pace. Understood, Fernando.",FRONT_TURNIN_BRAKE
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_181935,KEVMAG01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:19:43.31Z,"You need to check if I have front quick damage. So far, nothing reported. We will visually check on the straight.",FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_182622,KEVMAG01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:26:33.966Z,"You're losing quite a lot of time in entry of corner 4. Entry of corner 4. It's like I lost the tyres a little bit. Okay, understood. Copy.",TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_193754,KEVMAG01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:38:04.824Z,I have a lot of vibration on my left front and I haven't flat spotted so it's not the suspension.,FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Bahrain_Grand_Prix_KIMRAI01_7_20180408_185537,KIMRAI01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:55:54.593Z,and bot us in front there are good chances going to the end so we need to overtake him,FRONT_TURNIN_BRAKE
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_181024,LEWHAM01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:10:52.086Z,"Valtry, he's staying with his balance. Cars are very similar at the moment, so if we go plus half, we'll just be a little bit more air balance than him. How is the temperature? Temperature's 33 degrees, so same as FP2. Yeah, I imagine it may cool another degree or two from here, but it's not going to be a huge amount.",MECHANICAL_OTHER
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_190742,LEWHAM01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:08:03.834Z,"With the gap as it is, he'll come out right behind me, Groach. AFirm, he's currently at 1.3 unsafe to you, 1.3 unsafe. Okay, Lisa, just keep targeting those low 34s, low 34s. So, prediction is to have Bethel close up towards the end of the race. Still need a little bit of life left in the tyres there, but you're doing a good job.",TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_193200,LEWHAM01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:32:07.44Z,So just keep your head down. I don't know if Vettel's going to fall off of that tyre curve. He's 30 laps on that soft tyre now.,TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_NICHUL01_27_20180408_175306,NICHUL01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:09:28.087Z,"Okay, so we came down four turns after the first lapse of the grid, but we're going back up two turns now. So for the wing in the garage, you want to be down two turns. Down two turns overall. And how long is Mark? Go ahead, Mark. So could you confirm that the spare wing is set for soft tyres? The spare wing is currently set for soft tyres. Copy that, thank you.",TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_ROMGRO01_8_20180408_184151,ROMGRO01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:42:03.692Z,"It's impossible to get close to the car in front of you. Thought it's just going straight away. Understood, understood.",FRONT_TURNIN_BRAKE
2018_Bahrain_Grand_Prix_ROMGRO01_8_20180408_192934,ROMGRO01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:30:00.043Z,"Moat T4, box now, how much flap off? 1%. But we're gonna be nowhere, mate. We're gonna be nowhere. Yep, understood. We'll just go out and feel it. Got a new tire. Left hand side barge board was underneath the car, and left hand side thallus.",TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_SEBVET01_5_20180408_174942,SEBVET01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:09:28.087Z,"No car issues, all okay. Tiny bit of pulling in the first lap under braking, but I guess it was warm up. Understood.",FRONT_TURNIN_BRAKE
2018_Bahrain_Grand_Prix_SEBVET01_5_20180408_194743,SEBVET01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:48:37.674Z,"Number one, these tires were done, they were done for the last 10 laps. Grazie ragazzi, mamma mia, mamma mia, grazie, grazie davvero. What a race, number one, number one. Grande Seb, grande battaglia, bravissimo. Grazie, grazie anche a casa. One of the guys, he gets injured. So if you hear that on the podium during the pit stop of Kimi and I send one of the mechanics up to the podium. Mode safety car when you can, mode safety car was Chiga, Ninja. But is he okay? Yeah, he's okay.",TYRE_GRIP_DEGRADATION
2018_Bahrain_Grand_Prix_SERPER01_11_20180408_181909,SERPER01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T15:19:28.367Z,"I got some damage. Can you see any damage to the car? It just sees that it's rolling too much. I got hit massively. I got a big hit. Okay, then it might just be the suspension.",MECHANICAL_OTHER
2018_Bahrain_Grand_Prix_STOVAN01_2_20180408_193016,STOVAN01,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,2018-04-08,2018-04-08T16:30:30.039Z,"Okay, Stoffel, the car behind is Bottas. You will get blue flags soon. When you do, we want to try and follow Bottas through Ericsson. Ericsson really struggling with tyres when he gets overtaken.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_BREHAR01_28_20180415_134129,BREHAR01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:09:27.582Z,"We are okay with temperatures, we are okay with temperatures, I will keep you posted.",MECHANICAL_OTHER
2018_Chinese_Grand_Prix_BREHAR01_28_20180415_150436,BREHAR01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:04:46.286Z,"I just got hit by Gashley. I think there's a lot of damage. Where did you hit? Where did you hit? Hit me on the rear! He hit me on the rear! Okay, I definitely have a problem.",EXIT_TRACTION_REAR|MECHANICAL_OTHER
2018_Chinese_Grand_Prix_BREHAR01_28_20180415_150817,BREHAR01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:08:20.199Z,I'm not sure on the damage. It doesn't feel too bad now that I'm on my speed.,MECHANICAL_OTHER
2018_Chinese_Grand_Prix_CARSAI01_55_20180415_150507,CARSAI01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:05:08.116Z,"Yeah, I think we need a safe cigar. There's too many debris.",VISIBILITY_TRACK_CONDITION
2018_Chinese_Grand_Prix_FERALO01_14_20180415_141032,FERALO01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:10:50.621Z,"Fernando, tyre info. Prime starters are Vettel, Raikkonen, Hamilton, Bottas, Magnussen, Ocon, yourself, Stoffel, Sirotkin, Stroll, Leclerc, and Ericsson. Backup starter, Gasly, everybody else option.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_FERALO01_14_20180415_145353,FERALO01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:54:32.648Z,"And Fernando, how is the balance? Still mainly oversteering, but the front left is nearly finished. Okay, Fernando, we understand the feedback. Ideally, we would like to extend. Running in traffic was a killer, so we need to be careful with the strategy. Happy to stand if for you it's okay. So, if for you it's better to stand, I'm happy. We just need to monitor the R4 if it arrives. So far it's consistent. It's quite warm from left, but okay to keep running in this line.",EXIT_TRACTION_REAR|FRONT_TURNIN_BRAKE
2018_Chinese_Grand_Prix_KEVMAG01_20_20180415_134846,KEVMAG01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:09:27.582Z,"Remember to go to the grid. Please confirm that you are going to the grid and cool down the engine. Okay, going to the grid. Okay, cool down the engine as much as you can.",MECHANICAL_OTHER
2018_Chinese_Grand_Prix_KEVMAG01_20_20180415_143901,KEVMAG01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:39:11.751Z,"I think we are in temperature, we are in temperature. Come on, let's do that. That is very good. I'm saying they're getting better. Yeah. Tires are getting better, more grip. Yeah, I know, I know. That's great for us.",TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_Chinese_Grand_Prix_LEWHAM01_44_20180415_134802,LEWHAM01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:09:27.582Z,"You got time to stop and put something in? It will be tight, we'll update you. How much do you want? Take out three holes. So leave the engine running, stop short.",MECHANICAL_OTHER
2018_Chinese_Grand_Prix_LEWHAM01_44_20180415_140333,LEWHAM01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:09:27.582Z,"So, just to be clear, so he had two holes more taken out than us to start with. We had two more than him to start. We then came down three. And now, if we've gone back up one and a half, we are half a hole more than Valtry is at this very moment. He went to the grid, didn't change the flap angle at all, relatively happy with the balance, he's going to stay where he is. So, he is 55-5, we are 56-0. So just half a turn in it. Oh no, I don't really get that. We put two holes less, then we put another three holes. That's five holes. That's five holes less I had just now. We were two holes more. Yeah. Then came down three. Is he happy with the balance? Yep, he's happy with his balance. He's staying where he is.",FRONT_TURNIN_BRAKE
2018_Chinese_Grand_Prix_LEWHAM01_44_20180415_143529,LEWHAM01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:35:35.525Z,"I've got some debris on my left front. Big vibration. Okay, Luce, we think the vibration is coming from some pickup, so hopefully it should clean.",FRONT_TURNIN_BRAKE|VISIBILITY_TRACK_CONDITION|MECHANICAL_OTHER
2018_Chinese_Grand_Prix_LEWHAM01_44_20180415_151330,LEWHAM01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:13:51.144Z,"France is super cold. Is it me or have I got a bunch of cars that have new tyres on behind me? So it's Verstappen, it's the car with new softs, then Raikkonen, and then we have Ricciardo again, new soft. Shoot, why don't we stop for new tyres? Because they'd then be in front of you.",FRONT_TURNIN_BRAKE|TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_LEWHAM01_44_20180415_152734,LEWHAM01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:27:35.065Z,Guys we should have had these new tyres,TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_LEWHAM01_44_20180415_153659,LEWHAM01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:37:07.58Z,"So, Lewis, 8 laps remaining when you cross the line. You need to stay within 10 seconds of Verstappen. Easy to say when you've got tyres like that. Copy, understood.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_MARERI01_9_20180415_152317,MARERI01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:23:30.479Z,"We're losing massive race time. Copy, copy. He's struggling a lot. Okay, Marcus, we will swap position at 10 14 and keep pressing on him and keep pressing on him. We will swap position. This is just killing both our tires. Copy, we will swap position.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_MAXVER01_33_20180415_151112,MAXVER01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:11:25.588Z,"Alright, so InfoMax. Hamilton on a 14 lap old set of medium tyres. It'll have to try and restart after this safety car. Vettel 12 laps and Bottas 13 laps. You're obviously on a fresh set of soft.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_MAXVER01_33_20180415_152909,MAXVER01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:29:16.138Z,Are you locked up and then just turn in very sharp?,FRONT_TURNIN_BRAKE
2018_Chinese_Grand_Prix_PIEGAS01_10_20180415_150735,PIEGAS01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:07:54.378Z,"I have front wing damage, guys. I'm really sorry, guys, but what is that you said? You lifted to let me pass and then suddenly closed. Stay positive and keep focus. Stay positive, keep focus. I have front wing damage. Front left.",FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Chinese_Grand_Prix_ROMGRO01_8_20180415_142752,ROMGRO01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:27:59.306Z,"I'm on massive dirt here. Yep, understood, understood. Just look after the tire as best you can. Your blast's not helping me, it's not pulling away.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_SEBVET01_5_20180415_144640,SEBVET01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:46:45.12Z,"Push now, push now, goes to Bottas. Engine one, engine one, and box, Sebastian box, very tight.",MECHANICAL_OTHER
2018_Chinese_Grand_Prix_SEBVET01_5_20180415_151425,SEBVET01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:14:28.725Z,"Mind you, safety car line one is before pit entry, as you know. Keep working on your tires.",TYRE_GRIP_DEGRADATION
2018_Chinese_Grand_Prix_STOVAN01_2_20180415_153737,STOVAN01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T07:37:40.225Z,"Okay, stop. I think these Force Indians in front are going to struggle at the end. They're fighting each other, so that's costing them time, and they will struggle at the end.",FRONT_TURNIN_BRAKE
2018_Chinese_Grand_Prix_VALBOT01_77_20180415_134941,VALBOT01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:09:27.582Z,"So, just look for the guys, and when you're on the back, turn off P2 without brake pressure.",FRONT_TURNIN_BRAKE
2018_Chinese_Grand_Prix_VALBOT01_77_20180415_144850,VALBOT01,2018 Chinese Grand Prix,2018_Chinese_Grand_Prix,2018-04-15,2018-04-15T06:48:53.178Z,So you need to stay in front of Vettel. 36 laps remaining.,FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_CARSAI01_55_20180429_171349,CARSAI01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:13:57.167Z,"Yeah, I feel like I'm losing temperature in the front dive. I have more chattering on the front with every lamp. Okay, understood.",FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Azerbaijan_Grand_Prix_DANRIC01_3_20180429_170200,DANRIC01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:02:00.223Z,"Okay, so Hamilton came out on his soft tyres. Looks like his warm-up's not very good.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_FERALO01_14_20180429_160843,FERALO01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:15:43.456Z,"Okay, Fernando, tyre info. Option starters are Hulkenberg and Gatsley. Backup starters are Harley and Grosjean. Everybody else is on Prime.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_KIMRAI01_7_20180429_162622,KIMRAI01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:26:29.118Z,"So, give me feedback in terms of fuel. We are very close to be on target, so it will be not an issue. And if you can take a bit easy with the rear brakes, we are a bit hot.",EXIT_TRACTION_REAR|FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_LANSTR01_18_20180429_162047,LANSTR01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:24:07.569Z,I'm locking the front a lot when I hit the pedal hard.,FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_LANSTR01_18_20180429_163338,LANSTR01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:33:46.856Z,"Okay, tyres are looking good now, tyres are good.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_LANSTR01_18_20180429_174228,LANSTR01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:42:29.252Z,"You want saturating on the front? Yeah, copy that, that's fine. Is it better if I saturate? Yes, copy, you can do that, copy.",FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_LANSTR01_18_20180429_174323,LANSTR01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:43:32.081Z,"Luca, it's already locking the front now, the brake balance. Yeah, I know, but I did that for the temperature, for the front temperature. So if you start to lock, go back minus two click.",FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_161706,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:18:08.133Z,"Obviously, just keep as much temp in the tyres as possible, but don't go wasting too much fuel doing it.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_163039,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:30:41.542Z,"Hit 4 grip. Okay, copy. You can use HVP 4 position 3 if you need it.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_164638,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:46:46.958Z,And update your tire switch when you can.,TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_165012,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:50:13.531Z,"Warm up for these tires is four. Okay, copy.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_170817,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:08:26.534Z,There's a long way to go on these tyres. Should easily do the race.,TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_172309,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:23:09.162Z,"These drivers aren't moving out of the way. Yeah, copy that loose, we can see it.",EXIT_TRACTION_REAR
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_173346,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:33:55.697Z,Look out for the debris is around turn one. Both Red Bulls collided.,VISIBILITY_TRACK_CONDITION
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_173642,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:36:51.652Z,"So stay online, no weaving. I thought I already did that. Okay, copy loose, no worries. No worries. You're telling me to turn it back off, or what? So just leave it as it is. Thank you very much.",EXIT_TRACTION_REAR
2018_Azerbaijan_Grand_Prix_LEWHAM01_44_20180429_173800,LEWHAM01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:38:07.604Z,"Right front seems to be glazed. Okay, Roger, looking at it. Okay, looks like it's coming back up. It's just a small offset, Lewis, looks like, across the front axle, but not actually glazed, so yeah, just keep working on.",FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_MAXVER01_33_20180429_171824,MAXVER01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:18:29.07Z,"Thighs, very cold or something, very low, good. Yep, we are losing a little bit of temperature, max, so just keep up the pace for the moment, you're doing a solid job.",MECHANICAL_OTHER
2018_Azerbaijan_Grand_Prix_NICHUL01_27_20180429_154956,NICHUL01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:08:40.276Z,"You gotta cool the brakes, rear brakes.",EXIT_TRACTION_REAR|FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_SEBVET01_5_20180429_173326,SEBVET01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:33:29.631Z,How can he be ahead of us? He was in front at 12 seconds and he had the gap to pit for the safety car.,FRONT_TURNIN_BRAKE
2018_Azerbaijan_Grand_Prix_SEBVET01_5_20180429_173602,SEBVET01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:36:09.473Z,"Okay, keep warming your tires.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_SEBVET01_5_20180429_174632,SEBVET01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T13:46:35.12Z,"How were the tires looking? You didn't do much on the first tip. Yeah, I did only half a lap, one lap.",TYRE_GRIP_DEGRADATION
2018_Azerbaijan_Grand_Prix_SERPER01_11_20180429_161817,SERPER01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:20:39.657Z,"Check out, we are going to box. We are going to box, it's too much damage. We are going to box.",MECHANICAL_OTHER
2018_Azerbaijan_Grand_Prix_STOVAN01_2_20180429_164811,STOVAN01,2018 Azerbaijan Grand Prix,2018_Azerbaijan_Grand_Prix,2018-04-29,2018-04-29T12:48:16.076Z,Mans have a look on. Copy has the vibration. Feels quite bad.,MECHANICAL_OTHER
